Income,Firstdate,Lastdate,Amount,rfaf2,glast,gavr,class,rfaa2_G,rfaa2_E,rfaa2_F,pepstrfl_0
6,9409,9508,0.07,1,15,12.5,0,0,0,1,1
5,9401,9511,0.21,4,11,6.42,0,0,1,0,1
3,8611,9512,0.3,2,10,8.69,0,0,1,0,0
2,9301,9512,0.13,2,15,17.0,0,1,0,0,1
2,9511,9511,0.05,1,15,15.0,0,0,0,1,1
2,8803,9511,0.28,2,11,7.61,0,0,1,0,0
1,9310,9512,0.21,3,50,10.75,0,1,0,0,0
0,8608,9601,0.25,2,19,12.2,1,0,0,1,0
2,9310,9508,0.12,1,25,12.2,1,1,0,0,0
7,9201,9603,0.18,3,5,6.37,0,0,1,0,1
0,9509,9509,0.05,1,25,25.0,0,1,0,0,1
0,8911,9512,0.25,4,5,4.8,0,0,0,0,0
4,8609,9506,0.23,2,10,5.16,0,0,1,0,0
2,9602,9602,0.07,1,15,15.0,0,0,0,1,1
1,8610,9512,0.45,3,3,2.71,0,0,0,0,0
2,9506,9512,0.15,3,10,6.0,0,0,1,0,1
2,9509,9509,0.09,1,15,15.0,1,0,0,1,1
5,9501,9602,0.17,3,10,8.8,0,0,1,0,0
4,8703,9512,0.3,2,10,7.54,0,0,1,0,0
3,9502,9603,0.16,3,10,10.0,1,0,1,0,0
6,9102,9601,0.1,2,50,33.33,0,1,0,0,1
6,9209,9608,0.08,1,25,26.25,0,1,0,0,1
2,9201,9601,0.16,2,18,7.71,0,0,0,1,1
4,8610,9512,0.16,2,20,12.6,0,0,0,1,0
6,9010,9601,0.26,2,20,6.0,0,0,0,1,0
1,9401,9512,0.22,3,10,7.87,0,0,1,0,0
7,9012,9602,0.11,2,15,15.57,0,0,0,1,1
5,9501,9506,0.09,1,20,15.0,0,0,0,1,1
7,9311,9510,0.25,3,12,10.2,0,0,1,0,0
4,9103,9512,0.12,1,19,13.85,0,0,0,1,1
2,9409,9512,0.08,1,15,12.5,0,0,0,1,1
7,9507,9507,0.07,1,15,15.0,0,0,0,1,1
6,8609,9512,0.28,4,23,9.6,0,0,0,1,0
0,9501,9512,0.12,1,20,18.33,0,0,0,1,1
3,9201,9603,0.19,4,5,5.0,0,0,0,0,1
5,8809,9505,0.41,1,11,7.46,0,0,1,0,0
4,9601,9601,0.07,1,20,20.0,0,0,0,1,1
5,9601,9601,0.06,1,100,100.0,0,1,0,0,1
2,9510,9510,0.07,1,18,18.0,0,0,0,1,1
2,9512,9512,0.08,1,20,20.0,0,0,0,1,1
4,9410,9510,0.14,1,15,8.66,0,0,0,1,1
5,9203,9603,0.1,1,50,34.8,0,1,0,0,1
0,8810,9511,0.17,2,15,12.0,0,0,0,1,0
0,8711,9509,0.16,1,20,9.18,0,0,0,1,0
4,8901,9601,0.13,2,22,17.5,0,0,0,1,1
0,9510,9510,0.06,1,20,20.0,0,0,0,1,1
5,9510,9510,0.06,1,20,20.0,0,0,0,1,1
5,9503,9511,0.09,1,15,10.0,0,0,0,1,1
0,9410,9512,0.09,1,20,12.5,0,0,0,1,1
1,8801,9603,0.25,3,5,5.11,1,0,0,0,0
1,9101,9601,0.48,4,12,7.62,0,0,1,0,0
6,9409,9505,0.1,1,25,26.66,0,1,0,0,1
2,9312,9505,0.11,1,15,14.0,0,0,0,1,1
0,9509,9509,0.06,1,25,25.0,0,1,0,0,1
4,9009,9506,0.14,1,15,8.0,0,0,0,1,1
5,9009,9511,0.18,2,15,9.81,0,0,0,1,1
2,8701,9511,0.23,2,21,13.85,0,0,0,1,0
3,9310,9612,0.34,4,6,7.31,0,0,1,0,0
0,9103,9512,0.13,1,15,8.57,0,0,0,1,0
1,9203,9602,0.11,3,10,8.14,0,0,1,0,1
0,9309,9512,0.7,4,6,6.28,0,0,1,0,0
5,9401,9603,0.25,3,9,7.33,0,0,1,0,1
7,9402,9607,0.08,1,10,26.0,0,1,0,0,1
4,9104,9511,0.32,3,12,9.47,0,0,0,1,0
5,9409,9603,0.15,3,25,7.85,0,1,0,0,1
5,9601,9601,0.06,1,150,150.0,0,1,0,0,1
6,8912,9602,0.14,1,15,10.44,0,0,0,1,0
0,9209,9512,0.15,2,35,19.37,0,1,0,0,1
5,9403,9508,0.11,2,31,20.75,1,1,0,0,1
5,9410,9508,0.18,3,10,7.8,0,0,1,0,1
6,8611,9603,0.33,4,10,9.15,1,0,1,0,0
0,8804,9603,0.22,4,9,8.4,0,0,1,0,0
4,9509,9509,0.08,1,15,15.0,0,0,0,1,1
3,9410,9512,0.08,1,15,12.5,0,0,0,1,1
6,9502,9602,0.16,3,10,10.0,0,0,1,0,0
2,8701,9601,0.3,3,10,5.8,0,0,1,0,0
5,9409,9602,0.24,4,5,4.85,0,0,0,0,0
7,9410,9512,0.13,1,15,8.66,0,0,0,1,1
2,9108,9606,0.17,2,15,13.27,0,0,0,1,1
0,9009,9609,0.15,1,15,19.5,0,0,0,1,0
0,9311,9509,0.07,1,30,20.0,1,1,0,0,1
7,9410,9508,0.08,1,16,13.0,0,0,0,1,1
5,8608,9509,0.12,1,25,12.5,0,1,0,0,0
2,9309,9512,0.14,3,20,16.2,0,1,0,0,1
3,9501,9512,0.13,2,20,13.33,0,0,0,1,1
5,9001,9512,0.17,1,20,20.9,0,0,0,1,1
5,9002,9506,0.19,1,15,10.76,0,0,0,1,1
0,9112,9701,0.14,1,10,8.75,0,0,0,1,0
7,8703,9602,0.15,1,18,12.11,0,0,0,1,0
5,9502,9512,0.18,4,10,8.4,0,0,1,0,0
2,9402,9507,0.1,1,15,10.0,1,0,0,1,1
7,8611,9512,0.18,1,25,22.8,0,1,0,0,0
3,9507,9507,0.05,1,15,15.0,0,0,0,1,1
7,9310,9610,0.29,1,5,3.93,0,0,0,1,0
4,9509,9509,0.07,1,15,15.0,0,0,0,1,1
0,9002,9509,0.13,1,23,13.0,0,0,0,1,1
3,8707,9511,0.21,1,12,7.53,0,0,1,0,0
7,9501,9601,0.17,3,50,28.75,1,1,0,0,1
0,9301,9507,0.12,2,20,13.0,0,0,0,1,1
0,9401,9510,0.33,2,25,17.5,0,1,0,0,0
0,9502,9509,0.16,3,10,8.75,0,0,1,0,0
0,8704,9512,0.1,1,32,23.66,1,1,0,0,1
6,9509,9509,0.07,1,15,15.0,0,0,0,1,1
2,9201,9512,0.11,1,30,21.83,1,1,0,0,1
0,9302,9504,0.2,1,21,14.11,0,0,0,1,0
4,9510,9510,0.07,1,20,20.0,0,0,0,1,1
7,9506,9601,0.09,2,25,15.0,0,1,0,0,1
1,8609,9512,0.19,1,20,13.46,0,0,0,1,0
4,9201,9601,0.13,1,15,15.0,0,0,0,1,1
5,8702,9511,0.13,1,16,9.75,0,0,0,1,1
3,9401,9512,0.07,1,16,13.0,1,0,0,1,1
4,9204,9603,0.29,4,7,6.26,0,0,0,0,0
5,9603,9603,0.08,1,20,20.0,0,0,0,1,1
4,9302,9505,0.15,1,20,18.0,0,0,0,1,1
3,9501,9509,0.08,1,20,15.0,0,0,0,1,1
4,8708,9508,0.3,3,9,9.68,0,0,1,0,0
3,9401,9601,0.16,2,17,12.33,0,0,0,1,0
2,9506,9506,0.06,1,20,20.0,0,0,0,1,1
4,9310,9603,0.11,2,15,10.0,0,0,0,1,1
0,9112,9509,0.18,2,63,56.77,0,1,0,0,0
2,9410,9509,0.1,1,20,15.0,0,0,0,1,1
0,8901,9601,0.45,4,5,4.35,0,0,0,0,0
6,9402,9601,0.08,1,15,13.66,0,0,0,1,1
5,9309,9602,0.17,2,15,8.33,0,0,0,1,0
7,9602,9602,0.07,1,30,30.0,0,1,0,0,1
4,9401,9509,0.05,1,15,20.0,0,0,0,1,1
4,9011,9601,0.18,1,16,9.11,0,0,0,1,0
1,9303,9510,0.1,1,16,11.5,0,0,0,1,1
0,9310,9603,0.22,4,12,10.25,0,0,0,1,0
7,8702,9512,0.17,1,11,6.91,0,0,1,0,0
2,8702,9601,0.23,3,16,7.37,0,0,0,1,0
0,9110,9601,0.21,4,4,6.54,0,0,0,0,1
1,9503,9512,0.18,3,10,6.75,0,0,1,0,1
2,8801,9509,0.24,1,27,12.41,0,1,0,0,0
0,9512,9512,0.08,1,20,20.0,0,0,0,1,1
0,9103,9509,0.14,1,15,8.85,0,0,0,1,0
5,9310,9512,0.36,4,2,3.45,0,0,0,0,0
1,9509,9509,0.08,1,15,15.0,0,0,0,1,1
5,9411,9512,0.15,4,5,6.75,0,0,1,0,0
5,9206,9603,0.11,1,25,13.0,0,1,0,0,0
7,9101,9512,0.22,1,11,9.85,0,0,1,0,0
2,9509,9601,0.11,2,16,13.0,1,0,0,1,1
5,9409,9602,0.21,4,7,5.33,1,0,0,0,0
5,9507,9602,0.11,2,20,15.0,0,0,0,1,1
5,9309,9512,0.13,1,50,19.2,0,1,0,0,0
5,9510,9510,0.06,1,20,20.0,0,0,0,1,1
0,8803,9603,0.15,1,15,10.66,0,0,0,1,1
1,8608,9509,0.39,3,6,6.41,0,0,0,0,0
5,8607,9506,0.22,1,25,10.41,0,1,0,0,0
5,9502,9511,0.16,3,6,11.5,0,0,0,1,0
4,9409,9603,0.18,4,7,5.4,0,0,0,0,0
7,8704,9512,0.2,2,14,10.0,0,0,1,0,0
0,8801,9511,0.3,4,5,5.02,0,0,0,0,0
2,9102,9511,0.08,1,20,12.5,0,0,0,1,1
5,9211,9509,0.08,1,15,9.66,0,0,0,1,1
6,8608,9702,0.22,1,26,16.0,0,0,0,1,0
3,9111,9512,0.15,3,10,8.0,0,0,1,0,1
4,9401,9512,0.25,4,20,16.66,0,0,0,1,1
5,9311,9504,0.09,1,15,11.66,0,0,0,1,1
3,8702,9508,0.24,2,10,9.7,0,0,1,0,0
5,9411,9510,0.08,1,22,13.5,0,0,0,1,1
0,9502,9603,0.09,1,20,15.0,0,0,0,1,1
7,8704,9602,0.25,4,10,6.9,1,0,1,0,1
7,9506,9506,0.06,1,15,15.0,0,0,0,1,1
4,8905,9512,0.11,1,25,13.85,0,1,0,0,0
0,9402,9512,0.24,4,5,5.62,1,0,0,0,0
0,9103,9510,0.27,1,25,26.83,0,1,0,0,0
6,9602,9602,0.07,1,15,15.0,0,0,0,1,1
7,9210,9511,0.1,1,17,12.25,0,0,0,1,1
4,8704,9612,0.17,2,25,17.47,0,1,0,0,0
4,9301,9601,0.26,4,3,3.72,0,0,0,0,0
1,9409,9512,0.22,4,5,5.16,0,0,0,0,1
3,9209,9505,0.06,1,25,19.33,0,1,0,0,1
7,9410,9512,0.25,4,10,8.57,0,0,0,1,1
0,9401,9512,0.15,2,20,10.0,0,0,0,1,1
2,9310,9602,0.11,1,16,13.0,0,0,0,1,1
7,9412,9601,0.15,3,20,16.25,0,0,0,1,1
0,9310,9505,0.09,1,15,8.33,0,0,0,1,1
2,9104,9512,0.19,3,9,6.9,0,0,1,0,0
2,9602,9602,0.08,1,15,15.0,0,0,0,1,1
0,9402,9511,0.08,1,20,11.66,1,0,0,1,1
1,8702,9507,0.24,1,10,5.12,1,0,1,0,0
0,9001,9508,0.19,3,15,11.63,0,0,0,1,1
3,8703,9601,0.24,3,11,7.58,0,0,1,0,0
5,8801,9602,0.11,1,18,12.12,0,0,0,1,1
7,9506,9603,0.13,3,6,20.33,0,1,0,0,1
3,8610,9508,0.33,1,20,16.78,0,0,0,1,0
3,9409,9511,0.08,1,22,18.5,0,0,0,1,1
4,8803,9603,0.34,3,5,7.33,0,0,1,0,0
6,9211,9602,0.14,3,10,8.33,0,0,1,0,1
0,9506,9506,0.05,1,25,25.0,0,1,0,0,1
0,9202,9512,0.21,3,15,8.11,1,0,0,1,1
0,8704,9512,0.29,2,20,17.0,0,1,0,0,0
1,8702,9601,0.25,3,6,5.11,0,0,0,0,0
5,9401,9512,0.11,1,22,21.75,0,0,0,1,1
5,9210,9511,0.23,2,15,10.0,0,0,0,1,0
5,9601,9601,0.07,1,20,20.0,0,0,0,1,1
7,9201,9504,0.22,1,20,13.75,0,0,0,1,0
0,8701,9512,0.15,3,10,7.37,0,0,1,0,1
3,9310,9505,0.11,1,20,13.75,0,0,0,1,1
6,9401,9510,0.22,4,6,5.12,1,0,0,0,0
1,9601,9601,0.07,1,20,20.0,0,0,0,1,1
5,8909,9601,0.14,1,26,21.0,0,1,0,0,1
1,9002,9509,0.2,2,10,7.66,0,0,1,0,0
2,9009,9511,0.21,1,14,8.57,0,0,1,0,0
5,9202,9511,0.17,3,11,8.62,0,0,0,1,1
2,8610,9512,0.19,1,15,7.46,0,0,0,1,0
7,9409,9503,0.08,1,20,17.5,0,0,0,1,1
6,8702,9506,0.23,1,10,8.35,0,0,1,0,0
5,9509,9601,0.08,3,100,75.0,0,1,0,0,1
1,9102,9603,0.32,4,5,6.09,0,0,1,0,0
0,8901,9601,0.15,1,35,18.5,0,1,0,0,0
4,9602,9602,0.07,1,25,25.0,0,1,0,0,1
0,9101,9603,0.24,1,20,11.28,0,0,0,1,1
1,9309,9702,0.07,2,0,20.6,0,0,0,1,1
2,8612,9512,0.25,1,15,7.93,0,0,0,1,0
6,9203,9505,0.2,2,15,10.4,0,0,0,1,1
0,8706,9504,0.12,1,25,14.5,0,1,0,0,0
0,9101,9510,0.15,1,20,8.75,0,0,0,1,1
0,9112,9511,0.06,1,25,20.0,0,1,0,0,1
5,9310,9504,0.11,1,15,10.5,0,0,0,1,1
0,8905,9602,0.12,1,50,25.0,0,1,0,0,1
4,8704,9508,0.46,3,6,5.07,0,0,0,0,0
3,9601,9601,0.07,1,18,18.0,0,0,0,1,1
0,9602,9602,0.07,1,20,20.0,0,0,0,1,1
6,8610,9601,0.23,4,10,10.38,0,0,0,1,0
1,9101,9511,0.13,1,21,14.85,0,0,0,1,1
5,9404,9509,0.09,1,20,16.66,0,0,0,1,1
6,9309,9504,0.05,1,35,32.5,0,1,0,0,1
0,9510,9510,0.06,1,20,20.0,0,0,0,1,1
3,9402,9510,0.32,4,11,9.0,0,0,0,1,0
5,9602,9602,0.07,1,20,20.0,0,0,0,1,1
0,9001,9505,0.2,1,10,15.25,0,0,1,0,0
4,9506,9509,0.08,2,30,27.5,0,1,0,0,1
5,8909,9509,0.11,1,25,16.28,0,1,0,0,0
1,9301,9601,0.25,3,11,8.27,0,0,1,0,0
6,9111,9601,0.19,3,10,7.9,0,0,1,0,1
1,9301,9511,0.13,2,10,11.9,1,0,0,1,0
5,9203,9602,0.18,3,10,8.33,0,0,1,0,1
7,9408,9509,0.08,1,15,10.0,0,0,0,1,1
5,9302,9603,0.21,3,10,7.37,0,0,1,0,1
0,9109,9506,0.22,2,10,10.0,0,0,1,0,0
0,9507,9601,0.13,2,15,10.0,1,0,0,1,1
4,9001,9506,0.11,1,20,13.83,0,0,0,1,1
1,8704,9512,0.23,4,5,5.94,1,0,0,0,0
1,8612,9603,0.16,1,20,10.18,0,0,0,1,0
5,9411,9602,0.2,4,9,7.4,0,0,0,0,0
1,9209,9512,0.18,4,10,6.66,0,0,1,0,1
6,9409,9602,0.23,4,8,6.0,0,0,0,0,1
4,8809,9509,0.51,4,9,7.29,0,0,0,0,0
3,9310,9512,0.14,2,20,13.75,1,0,0,1,1
4,8612,9504,0.24,1,10,6.73,0,0,1,0,0
0,9510,9510,0.06,1,25,25.0,0,1,0,0,1
0,9109,9504,0.14,1,50,31.0,0,1,0,0,0
0,9409,9602,0.53,4,10,8.5,0,0,1,0,0
2,9002,9509,0.14,2,14,10.33,0,0,1,0,1
5,8701,9603,0.29,4,3,5.45,0,0,1,0,0
2,8704,9602,0.3,4,10,6.13,0,0,1,0,0
5,9104,9603,0.08,2,20,16.5,0,0,0,1,1
5,9004,9512,0.25,2,10,5.06,0,0,1,0,0
5,9012,9601,0.13,2,20,15.66,0,0,0,1,1
2,9506,9511,0.13,3,7,7.66,0,0,1,0,1
5,8609,9511,0.35,3,9,6.44,0,0,0,0,0
0,9009,9505,0.3,1,10,7.25,0,0,1,0,0
0,9401,9512,0.12,1,15,8.25,1,0,0,1,1
5,9010,9506,0.08,1,35,18.75,0,1,0,0,0
5,9011,9602,0.26,2,9,5.69,0,0,1,0,1
4,9302,9508,0.2,4,8,6.42,0,0,0,0,0
5,9502,9609,0.1,1,3,7.66,0,0,0,1,1
7,9209,9511,0.15,3,10,10.42,0,0,0,1,1
4,9001,9506,0.13,1,50,27.77,1,1,0,0,0
0,9507,9507,0.04,1,50,50.0,0,1,0,0,1
3,9002,9508,0.22,2,15,7.52,0,0,0,1,0
3,8912,9512,0.12,1,16,11.85,0,0,0,1,1
1,9410,9603,0.17,3,14,12.4,0,0,1,0,1
0,9002,9603,0.38,4,6,15.71,0,1,0,0,0
6,9209,9508,0.09,1,17,16.0,0,0,0,1,1
6,9203,9602,0.2,3,14,9.2,0,0,1,0,0
4,9110,9507,0.46,4,10,7.78,1,0,1,0,0
1,8809,9512,0.14,1,20,11.87,0,0,0,1,1
6,9009,9602,0.12,1,17,9.42,0,0,0,1,0
3,9602,9602,0.08,1,15,15.0,0,0,0,1,1
0,9009,9510,0.19,3,15,9.2,0,0,0,1,1
7,9201,9512,0.39,3,10,7.3,0,0,1,0,0
0,8609,9506,0.16,2,10,10.81,0,0,1,0,0
7,9603,9603,0.12,1,15,15.0,0,0,0,1,1
2,9501,9602,0.07,1,25,17.5,0,1,0,0,1
0,9210,9512,0.13,2,29,23.0,0,1,0,0,1
4,9505,9602,0.09,2,15,10.0,0,0,0,1,1
3,9301,9702,0.12,1,0,12.0,0,0,0,1,1
7,9201,9504,0.08,1,20,16.25,0,0,0,1,1
4,9506,9506,0.06,1,15,15.0,0,0,0,1,1
5,9210,9510,0.09,1,17,13.5,0,0,0,1,0
2,9106,9505,0.18,1,16,12.8,0,0,0,1,0
2,9009,9512,0.32,4,5,4.55,0,0,0,0,0
4,9511,9602,0.16,3,10,8.33,0,0,1,0,1
6,9010,9512,0.08,1,22,16.75,0,0,0,1,1
0,9511,9511,0.07,1,20,20.0,0,0,0,1,1
0,8807,9512,0.25,3,7,5.0,0,0,0,0,0
3,9101,9511,0.14,2,20,14.87,0,0,0,1,1
1,8609,9512,0.2,2,15,8.73,0,0,0,1,0
2,9301,9507,0.12,1,30,11.4,0,1,0,0,0
4,9210,9512,0.13,2,10,12.66,0,0,0,1,1
0,8804,9603,0.25,2,10,12.77,0,0,1,0,0
2,8804,9512,0.13,4,20,23.62,0,1,0,0,1
2,9409,9509,0.14,3,14,12.5,0,0,0,1,1
4,8812,9511,0.16,1,22,11.3,0,0,0,1,1
3,9510,9510,0.06,1,20,20.0,0,0,0,1,1
5,9509,9509,0.07,1,15,15.0,0,0,0,1,1
2,9002,9601,0.14,2,25,17.62,1,1,0,0,0
6,8902,9511,0.41,4,10,9.8,0,0,1,0,0
6,9110,9507,0.16,1,16,11.11,0,0,0,1,0
2,8711,9510,0.11,1,30,14.87,0,1,0,0,0
5,9509,9602,0.16,3,10,8.33,1,0,1,0,1
3,8910,9602,0.24,4,8,6.09,0,0,0,0,0
3,8911,9612,0.27,2,10,10.33,1,1,0,0,0
5,9202,9503,0.12,1,16,9.33,0,0,0,1,1
7,9509,9602,0.14,2,20,15.0,0,0,0,1,1
7,9011,9512,0.27,4,25,11.71,0,1,0,0,0
0,8702,9508,0.33,1,10,7.92,0,0,1,0,0
1,8608,9602,0.25,2,15,7.95,0,0,0,1,0
2,8608,9507,0.47,4,5,5.62,1,0,0,0,0
2,9309,9509,0.13,2,10,9.0,0,0,0,1,1
0,9101,9603,0.14,3,25,20.3,0,1,0,0,0
4,8912,9512,0.12,1,30,12.85,0,1,0,0,1
5,9601,9601,0.07,1,15,15.0,0,0,0,1,1
5,9011,9601,0.11,2,17,12.66,0,0,0,1,1
1,9509,9509,0.06,1,20,20.0,0,0,0,1,1
5,8809,9701,0.19,2,18,11.89,0,0,0,1,0
1,9210,9701,0.13,1,50,25.28,0,1,0,0,0
2,9301,9504,0.1,1,21,16.5,0,0,0,1,1
0,9112,9508,0.19,2,15,11.0,0,0,0,1,1
6,9012,9603,0.2,2,10,10.36,0,0,1,0,0
4,9002,9512,0.15,3,20,9.75,0,0,0,1,0
7,9311,9512,0.15,2,39,44.0,0,1,0,0,0
3,9301,9512,0.09,1,17,11.5,0,0,0,1,1
1,8804,9602,0.19,2,10,6.92,0,0,1,0,0
4,9409,9601,0.26,4,10,7.62,1,0,1,0,0
1,9210,9511,0.11,1,15,13.0,1,0,0,1,1
3,9501,9511,0.12,2,11,12.33,0,0,0,1,0
4,8711,9510,0.2,1,12,7.14,0,0,1,0,0
2,9001,9512,0.17,2,10,6.2,0,0,1,0,0
6,9501,9510,0.11,2,22,15.66,0,0,0,1,0
0,9310,9601,0.09,2,20,11.66,0,0,0,1,1
4,9509,9603,0.14,3,20,20.0,0,0,0,1,1
7,8901,9601,0.11,1,25,19.37,0,1,0,0,1
2,9110,9509,0.16,1,20,12.0,0,0,0,1,1
5,9404,9601,0.09,2,20,18.0,0,0,0,1,1
0,9102,9506,0.13,1,20,13.66,0,0,0,1,1
6,8801,9603,0.28,3,3,7.21,0,0,1,0,0
0,8910,9506,0.19,1,15,23.38,0,0,0,1,0
1,9002,9507,0.41,1,15,5.67,0,0,0,1,0
6,9301,9512,0.11,2,25,18.0,0,1,0,0,1
5,9401,9601,0.2,3,10,6.25,0,0,1,0,1
1,9501,9512,0.14,1,15,9.0,0,0,0,1,1
6,9401,9603,0.22,4,10,7.5,0,0,1,0,0
2,8608,9509,0.24,1,20,10.75,0,0,0,1,0
5,8612,9601,0.24,4,3,3.06,1,0,0,0,0
5,9507,9507,0.06,1,20,20.0,0,0,0,1,1
4,9510,9510,0.07,1,20,20.0,0,0,0,1,1
2,9110,9603,0.16,2,15,10.66,0,0,0,1,1
2,9512,9512,0.08,1,25,25.0,0,1,0,0,1
6,9512,9512,0.07,1,20,20.0,0,0,0,1,1
4,9602,9602,0.07,1,15,15.0,0,0,0,1,1
4,9201,9509,0.16,1,32,24.22,0,1,0,0,0
0,9602,9602,0.06,1,28,28.0,0,1,0,0,1
1,8801,9512,0.7,4,4,4.21,0,0,0,0,0
6,8809,9503,0.2,1,18,14.93,0,0,0,1,0
4,9110,9509,0.25,3,15,10.13,0,0,0,1,1
5,9010,9504,0.19,1,15,10.45,0,0,0,1,1
0,9602,9603,0.14,2,3,11.5,0,0,0,1,1
7,9601,9601,0.07,1,50,50.0,0,1,0,0,1
7,8712,9504,0.08,1,20,16.16,1,0,0,1,0
0,9507,9507,0.07,1,20,20.0,0,0,0,1,1
6,9401,9512,0.2,4,20,11.57,0,0,0,1,1
3,9403,9505,0.06,1,22,16.0,0,0,0,1,1
2,9410,9511,0.08,1,15,12.5,0,0,0,1,1
0,8711,9504,0.1,1,30,17.85,0,1,0,0,0
2,9410,9611,0.15,3,20,15.71,0,0,0,1,0
4,9101,9511,0.14,1,25,18.77,0,1,0,0,0
4,9002,9511,0.24,3,7,6.33,0,0,1,0,0
2,9501,9509,0.2,4,13,11.0,0,0,0,1,0
2,9310,9508,0.12,1,15,15.0,0,0,0,1,0
3,9501,9512,0.09,1,15,10.0,0,0,0,1,1
4,9501,9511,0.11,2,16,13.66,0,0,0,1,1
1,8911,9511,0.23,3,10,7.4,0,0,1,0,1
1,8801,9603,0.21,3,10,10.06,0,0,0,1,0
5,9502,9512,0.07,1,50,35.0,0,1,0,0,1
0,8611,9601,0.18,1,10,9.88,0,0,1,0,0
5,8809,9512,0.11,1,17,10.28,0,0,0,1,1
0,9401,9601,0.17,2,15,11.83,0,0,0,1,0
7,9210,9512,0.16,1,37,31.37,0,1,0,0,0
6,9208,9603,0.22,3,17,10.54,0,0,0,1,0
0,8610,9512,0.25,2,10,9.31,0,0,0,1,0
3,9110,9511,0.2,3,10,6.6,0,0,1,0,1
0,8801,9511,0.3,3,10,14.52,0,0,0,1,0
4,9111,9601,0.29,4,10,5.3,0,0,1,0,0
3,9502,9601,0.08,1,21,15.5,0,0,0,1,1
2,8609,9510,0.17,1,31,14.5,0,1,0,0,0
2,8707,9505,0.28,2,10,8.93,0,0,1,0,0
5,8703,9511,0.22,3,6,8.81,0,0,1,0,0
4,9502,9511,0.08,1,25,15.0,0,1,0,0,1
2,9410,9512,0.15,3,60,49.0,0,1,0,0,1
3,9101,9503,0.43,1,16,12.07,0,0,0,1,0
0,9601,9601,0.08,1,17,17.0,0,0,0,1,1
3,9212,9507,0.11,2,15,13.2,0,0,0,1,1
5,8611,9701,0.23,1,10,6.11,0,0,1,0,0
2,9402,9507,0.16,1,20,9.33,0,0,0,1,0
4,9506,9506,0.05,1,25,25.0,0,1,0,0,1
2,9012,9601,0.47,4,7,6.09,0,0,0,0,0
4,9309,9602,0.14,2,15,10.8,0,0,0,1,1
6,9301,9512,0.08,1,20,14.0,0,0,0,1,1
4,8802,9510,0.24,1,10,4.72,0,0,1,0,0
5,9002,9603,0.19,1,25,15.88,0,1,0,0,0
4,9411,9512,0.08,1,25,22.5,0,1,0,0,1
0,9201,9602,0.27,3,10,7.75,0,0,1,0,0
1,8809,9601,0.09,1,30,19.7,0,1,0,0,1
3,8810,9601,0.09,1,18,11.8,0,0,0,1,1
1,9507,9512,0.09,2,15,10.0,0,0,0,1,1
2,9302,9508,0.34,3,20,18.64,0,1,0,0,0
1,8701,9612,0.23,1,15,9.56,0,0,0,1,0
5,9409,9601,0.14,3,11,8.5,0,0,1,0,0
3,9103,9508,0.17,1,20,15.1,0,0,0,1,1
4,9602,9602,0.07,1,20,20.0,0,0,0,1,1
2,8612,9602,0.12,1,15,12.11,0,0,0,1,1
0,8703,9602,0.4,4,20,11.05,0,1,0,0,0
6,8703,9702,0.23,2,100,72.3,1,1,0,0,0
1,8809,9512,0.13,2,20,20.0,0,1,0,0,1
4,9401,9511,0.11,1,35,20.75,0,1,0,0,1
5,9104,9511,0.08,1,25,18.75,0,1,0,0,1
2,9501,9603,0.12,2,20,10.66,0,0,0,1,1
3,8811,9512,0.39,4,10,8.2,0,0,1,0,0
5,9201,9512,0.13,1,50,35.71,0,1,0,0,1
7,9403,9602,0.3,4,7,6.9,0,0,0,0,0
1,8611,9507,0.22,2,10,9.77,0,0,1,0,0
1,8610,9511,0.15,1,25,21.66,0,1,0,0,0
4,8609,9509,0.29,4,6,5.33,0,0,0,0,0
7,8703,9506,0.24,1,25,21.23,0,1,0,0,0
6,9302,9512,0.16,2,13,9.85,0,0,0,1,0
5,9010,9512,0.1,1,17,9.4,0,0,0,1,1
0,8803,9601,0.25,4,25,16.94,0,1,0,0,0
0,8701,9512,0.21,1,20,7.06,0,0,0,1,0
1,8911,9512,0.19,2,10,14.11,0,1,0,0,0
5,9311,9505,0.12,1,15,10.5,0,0,0,1,1
1,9103,9512,0.09,1,30,19.8,0,1,0,0,1
4,9210,9506,0.31,2,10,7.78,0,0,1,0,0
0,8809,9701,0.21,2,29,20.6,0,0,0,1,0
5,9310,9512,0.23,3,43,19.88,0,1,0,0,0
1,9112,9603,0.4,4,4,3.05,0,0,0,0,0
6,9506,9510,0.09,2,16,13.0,0,0,0,1,1
4,9309,9511,0.18,2,15,8.33,0,0,0,1,0
4,9111,9603,0.17,2,50,20.14,0,1,0,0,1
5,9506,9511,0.1,2,20,15.0,0,0,0,1,1
2,9111,9511,0.11,2,20,15.0,0,0,0,1,1
3,9009,9512,0.2,3,10,7.62,0,0,1,0,1
0,9509,9509,0.06,1,25,25.0,0,1,0,0,1
0,9103,9511,0.12,1,25,13.85,0,1,0,0,0
6,9202,9509,0.17,3,20,16.6,0,1,0,0,0
4,8910,9603,0.09,1,10,11.57,0,0,0,1,1
3,8610,9511,0.2,1,30,13.4,0,1,0,0,0
6,8809,9511,0.24,1,25,39.07,0,1,0,0,0
6,9501,9603,0.24,4,5,5.0,0,0,0,0,0
1,8707,9510,0.21,3,10,11.86,0,0,0,1,0
1,9204,9511,0.18,2,15,9.44,1,0,0,1,0
